dataset_source,species,breed,age_years,weight_kg,body_temp_c,symptoms,outcome_diagnosis
Clinical,Dog,Poodle,7.7,3.4,,"Red skin, Loss of appetite, Moist, Lameness, Pains",Parasite history
Clinical,Cat,British Shorthair,7.2,5.4,,"Limping, Skin colour change, Sensitive to touch, Raw, Flabby",Chronic illness
Clinical,Cat,Scottish Fold,0.5,6.3,,"Retained Placenda, Weight loss, Swelling, loss of alertness, Hematuria",Previous heart condition
Clinical,Dog,Rottweiler,5.2,40.5,,"Poor coat condition, Weight loss, Fatique, Infection of the skin, Fever",Recent surgery
Clinical,Cat,Sphynx,7.9,6.1,,"Gastritis, morbidity, Bloody, Mortality, Anemia",Not vaccinated
Clinical,Dog,Labrador Retriever,2.6,36.2,,"Swelling of neck, Weight loss, Pain, Oedema, Swelling of face or leg",Skin conditions history
Clinical,Cat,Scottish Fold,6.9,6.1,,"Gas, Diarrhea, Abdominal discomfort, Vomiting, Nausea",Allergies
Clinical,Cat,British Shorthair,7.1,4.5,,"Lameness, Fever, Weight loss, Muscle twiching, Diarrhea",Vaccinated
Clinical,Cat,Bengal,1.0,5.8,,"Pain, Sneezing, Anorexia, Anorexia, Weakness",Recent surgery
Clinical,Cat,Mixed Breed,7.1,2.6,,"Ruffled Appearance, Loss of Appetite, Vomiting, Green Dropping, Nasal Discharge",Parasite history
Clinical,Dog,Mixed Breed,2.3,5.2,,"Hemopytsis, Diarrhea, Asymptomatic, Death, Epistaxis",Dental issues
Clinical,Dog,Bulldog,3.6,22.6,,"Fever, Diarrhea, Vomiting, Blood from mouth, Shock",Chronic illness
Clinical,Dog,Golden Retriever,2.7,36.0,,"Coughing, Coughing, Lethargy, Weakness, Pain",Previous kidney disease
Clinical,Dog,German Shepherd,5.8,36.9,,"Abortion , Mummification, Stillbirth, Weak kids, Pain",Chronic illness
Clinical,Cat,Ragdoll,16.2,9.0,,"Skin rashes, Diarrhea, Death, Facial edema, Pain",Previous heart condition
Clinical,Dog,Boxer,13.7,27.3,,"Blood in urine, Diarrhea, Vomiting, Lethargy, Bleeding in eye and skin",No previous conditions
Clinical,Cat,Siamese,10.1,2.5,,"Sneezing, Abdonormal discomfort, loss of appetite, Fever, Lethargy",Skin conditions history
Clinical,Cat,British Shorthair,8.0,5.4,,"Coughing, Weakness, Lethargy, Fever, Weight loss",Chronic illness
Clinical,Cat,Mixed Breed,0.5,5.9,,"Weakness, Weakness, Barren ewes, Vomiting, Lightheadedness ",Skin conditions history
Clinical,Cat,Sphynx,16.0,6.3,,"Sinuses, Swollen Eyelids, Skin rashes, Sneezing, Misshapen Beak",Previous heart condition
Clinical,Dog,Poodle,2.8,5.8,,"Pain, Anorexia, Diarrhea, Anorexia, Lethargy",Parasite history
Clinical,Cat,Siamese,4.5,5.2,,"Vomiting, Anorexia, Swollen kidney, Anorexia, Fever",Parasite history
Clinical,Cat,Ragdoll,6.6,7.1,,"sudden death, high temperature, difficulty breating, Weight loss, trembling",Chronic illness
Clinical,Cat,Siamese,5.1,7.1,,"Pain, Blood on faces, Anorexia, Pain, Weight loss",Previous kidney disease
Clinical,Cat,Persian,9.7,4.5,,"Facial Swelling, Lacrimation, Diarrhea, Anorexia, Nasal Discharge",No previous conditions
Clinical,Cat,Sphynx,13.8,4.4,,"Colic, loss of appetite, Fever, Weakness, Diarrhea",Chronic illness
Clinical,Dog,Mixed Breed,10.2,10.3,,"Swelling on leg, Painfull, Nasal Discharge, Broken Bones, Nasal Discharge",Allergies
Clinical,Dog,Rottweiler,8.4,26.1,,"Tail_Bobbing, Weakness, Heavy Breathing, Sleeping Excessively, Yellow in beak",Dental issues
Clinical,Cat,Ragdoll,13.3,6.7,,"Scabs, Fever, Weakness, Vomiting, Pain",Parasite history
Clinical,Cat,Siamese,10.2,2.9,,"Lethargy, Coughing, Coughing, Fever, Conjunctive",Previous kidney disease
Clinical,Dog,Boxer,12.0,21.6,,"Vomiting, Vomiting, Watery Stool, Sneezing, Coughing",No previous conditions
Clinical,Cat,Siamese,1.2,2.5,,"Pain, Weight loss, Nosebleed , Diarrhea, Diarrhea",Allergies
Clinical,Dog,Golden Retriever,1.0,27.0,,"Fever, Respiratory distress, Occular discharge, Mouth lesion, Nasal Discharge",Previous heart condition
Clinical,Cat,Bengal,11.9,5.5,,"Fever, Anorexia, Swelling  in the bite area, Fever, Lethargy",Previous kidney disease
Clinical,Cat,Persian,8.3,4.0,,"Fever, Vomiting, Weakness, Fever, Weight loss",Previous kidney disease
Clinical,Cat,Maine Coon,12.0,8.1,,"Sneezing, Weight loss, Pain, Diarrhea, Weight loss",Chronic illness
Clinical,Dog,Yorkshire Terrier,15.0,3.4,,"Lack of flying, Sneezing, Vomiting, Weakness, Pain",Dental issues
Clinical,Cat,Siamese,10.3,6.5,,"Sneezing, Lethargy, Weakness, Septic Arthritis, Diarrhea",Parasite history
Clinical,Cat,Ragdoll,11.2,5.8,,"Inability of Swalllon Feeding, Lethargy, Lethargy, Coughing, Bleeding from the nose",Allergies
Clinical,Dog,Rottweiler,15.0,35.1,,"Sneezing, Coughing, Diarrhea, Sneezing, Coughing",No previous conditions
Clinical,Dog,Yorkshire Terrier,7.3,8.7,,"Short term lethargy, Loss of  appetite, Poor Appetite, Rapid Heart Rate, Week pulse",Allergies
Clinical,Dog,Poodle,4.5,7.5,,"Loss od appetite, Wheezing, Seizuers, Skin rashes, Fatique",Not vaccinated
Clinical,Dog,Labrador Retriever,2.7,34.2,,"Oedema, Swelling of face or leg, Swelling of neck, Weight loss, Pain",Skin conditions history
Clinical,Dog,Beagle,9.3,19.5,,"Vomiting, Vomiting, Sneezing, Diarrhea, weak calves",Parasite history
Clinical,Dog,Rottweiler,15.0,38.6,,"Coughing, Vomiting, Anorexia, Pain, Vomiting",Skin conditions history
Clinical,Dog,Labrador Retriever,11.9,32.7,,"Pain, Anorexia, Pain, Fever, Sneezing",Recent surgery
Clinical,Dog,Bulldog,12.0,21.8,,"Fever, Loss of appetite, Ear infection, Depression, Nasal Discharge",Previous kidney disease
Clinical,Dog,Boxer,11.8,15.5,,"Coughing, Anorexia, Coughing, Lethargy, Weight loss",Vaccinated
Clinical,Cat,Maine Coon,8.6,6.4,,"Weakness, Fever, Diarrhea, Diarrhea, Lethargy",Dental issues
Clinical,Dog,Rottweiler,7.7,26.2,,"Balance problem, Abdominal destention, Neck Paralysis, Weight loss, Pains",Not vaccinated
Clinical,Cat,Ragdoll,8.1,6.3,,"Sneezing, Coughing, Pain, Fever, Anorexia",Dental issues
Clinical,Cat,British Shorthair,4.3,3.6,,"Vomiting, Sneezing, Pain, Vomiting, Vomiting",Previous heart condition
Clinical,Dog,Beagle,13.5,22.9,,"Ulcers, Diarrhea, Back Pain, Tarry Stool, Enlarged lymph nodes",Recent surgery
Clinical,Cat,Bengal,12.7,5.0,,"wasting, stumbling, listlessness, drooling, urination problem",Not vaccinated
Clinical,Dog,Bulldog,3.1,18.8,,"Fever, Loss of  appetite, Lession on the skin, Lethargy, Joint Pain",Chronic illness
Clinical,Cat,Scottish Fold,16.6,4.3,,"Dejection, Loss of appetite, Slow growth, Diarrhea, Lesion",Allergies
Clinical,Dog,German Shepherd,8.0,42.0,,"Fever, Diarrhea, Abdominal discomfort, Bloody droping, Lethargy",Parasite history
Clinical,Cat,British Shorthair,3.9,5.9,,"Abnormalities, Pain, Weight loss, Diarrhea, Fetopelvic dispropotion",Not vaccinated
Clinical,Cat,Persian,16.2,4.4,,"Convulsion, Loss of consciousness, chewing, Twitching, Salivating",Vaccinated
Clinical,Dog,Yorkshire Terrier,2.2,6.9,,"Pain, Pain, Anorexia, Pain, Anorexia",Previous kidney disease
Clinical,Cat,Ragdoll,3.5,6.5,,"wasting, stumbling, listlessness, drooling, drooping ears",Skin conditions history
Clinical,Dog,Yorkshire Terrier,12.0,8.0,,"Vomiting, Pain, Weight loss, Sneezing, Sneezing",No previous conditions
Clinical,Cat,Ragdoll,15.2,10.3,,"Edema, diarrhea, Nasal Discharge, Decresed egg production, Sneezing",Parasite history
Clinical,Dog,Yorkshire Terrier,2.9,9.5,,"Pains, Death, Fetopelvic dispropotion, Malpresentation, Uteria inertia",Skin conditions history
Clinical,Cat,Persian,4.5,5.5,,"Ruffled feathers, changed gait, Coughing, Tarry Stool, Pain",Previous heart condition
Clinical,Cat,Ragdoll,12.5,5.4,,"Pneumonia , Fever, Lethargy, Nasal Discharge, Congestion",Recent surgery
Clinical,Dog,Mixed Breed,8.4,25.2,,"Vomiting, Diarrhea, Diarrhea, Lethargy, Vomiting",Vaccinated
Clinical,Dog,Yorkshire Terrier,9.3,8.5,,"Excessive eye watering, Eye redness, weakness, Mucus discharge from the eye, Frequent eye Infections",Skin conditions history
Clinical,Dog,Beagle,9.0,15.0,,"Pain, Sneezing, Weakness, Coughing, Sneezing",Recent surgery
Clinical,Cat,Siamese,16.9,3.9,,"loss of appetite, Depression, Paralyzed leg, Weight loss, Anemia",Dental issues
Clinical,Dog,Labrador Retriever,5.4,38.7,,"Lack of pigmentation, Pain on face, Vomiting, Greenish-yellow nasal discharge, Lethargy",Previous kidney disease
Clinical,Dog,Boxer,3.2,15.9,,"Weight loss, Coughing, Swelling of internal organs, Diarrhea, Diarrhea",Dental issues
Clinical,Dog,Beagle,14.1,24.3,,"Lethargy, Vomiting, Diarrhea, Fever, Pain",Allergies
Clinical,Cat,Sphynx,1.5,4.0,,"Fever, Anoxeria, Weight loss, Lethargy, Pain",Allergies
Clinical,Cat,Scottish Fold,5.9,5.3,,"Coughing, Sneezing, Discharge From eyes, Fatique, Lethargy",Recent surgery
Clinical,Cat,Bengal,15.7,5.5,,"Weakness, Pain, Weight loss, Weight loss, Undigested seeds",No previous conditions
Clinical,Cat,Mixed Breed,6.3,6.6,,"Diarrhea, weight loss, Pain, Convulsion, Coughing",Recent surgery
Clinical,Dog,Beagle,10.5,15.2,,"Diarrhea, Weight loss, Enteritis, Fever, Stomach  cramps",Recent surgery
Clinical,Dog,German Shepherd,12.8,43.9,,"Restlessness, Weakness, Blue straws, Death, Pain",Previous kidney disease
Clinical,Cat,Bengal,18.0,6.7,,"Ulcers, Lesions , Scabs, Lumps, Bumps(black,grey or red)",Allergies
Clinical,Cat,Maine Coon,7.9,8.4,,"Lethargy, Eye disharge, Conjunctive, Excession Salivation, Anoxeria",Dental issues
Clinical,Dog,Beagle,3.4,30.0,,"Mild sneezing, Scratching, Pain, Diarrhea, Diarrhea",Skin conditions history
Clinical,Dog,Rottweiler,12.6,32.0,,"Pain, Fever, Pain, Difficulty in feeding, Diarrhea",Recent surgery
Clinical,Cat,British Shorthair,7.0,4.0,,"loss in weight, Sneezing, Lethargy, Fever, Lethargy",Chronic illness
Clinical,Dog,Golden Retriever,7.4,34.8,,"Lethargy, Sneezing, Anorexia, Vomiting, Sneezing",No previous conditions
Clinical,Cat,Scottish Fold,16.4,5.0,,"Sickness, Loss of  appetite, Vomiting, Weight loss, Raised growth or bump",Recent surgery
Clinical,Cat,Mixed Breed,2.3,2.6,,"Constipation, Warm, Bloody, Swollen, Depression",Not vaccinated
Clinical,Dog,Rottweiler,1.6,38.5,,"Pain, Stillbirth, Mummification, Weak kids, Abortion ",Recent surgery
Clinical,Cat,British Shorthair,5.6,5.1,,"Coughing, Coughing, Pain, Sneezing, Lethargy",Previous heart condition
Clinical,Dog,Poodle,12.3,3.0,,"Pharyngitis, Lethargy, Coughing, Diffulty Swallowing, Anorexia",No previous conditions
Clinical,Dog,Bulldog,8.4,17.5,,"Coughing, Lethargy, Fever, Difficulty breathing, Sneezing",Not vaccinated
Clinical,Cat,Sphynx,11.7,6.7,,"Vomiting, Weakness, Blood on faces, Weakness, Weakness",Skin conditions history
Clinical,Dog,Yorkshire Terrier,5.0,7.0,,"Lethargy, difficulty diagnosis, Coughing, Lethargy, Lethargy",Skin conditions history
Clinical,Cat,Sphynx,3.8,6.1,,"Tremor of head and neck, Blindness, Kicking at the belly, Exercise in tolerance, Pains",Previous kidney disease
Clinical,Dog,Rottweiler,7.4,30.3,,"Pain, Weakness, Vomiting, Vomiting, Lethargy",Chronic illness
Clinical,Dog,German Shepherd,12.6,31.9,,"Coughing, Weight loss, Easily damage shell, Diarrhea, Paresis",Vaccinated
Clinical,Cat,Bengal,15.3,3.8,,"stumbling, urination problem, drooling, wasting, listlessness",Parasite history
Clinical,Cat,Siamese,15.3,7.2,,"Vomiting, Vomiting, Diarrhea, Diarrhea, Diarrhea",Chronic illness
Clinical,Dog,Bulldog,9.2,21.1,,"Very cold skin, Weight loss, Coughing, Weight loss, Diarrhea",Parasite history
Clinical,Cat,Scottish Fold,3.8,7.2,,"Anorexia, mild weakness, Pain, Fever, Coughing",Dental issues
Clinical,Dog,German Shepherd,12.8,33.0,,"Pain, Diarrhea, Anorexia, Vomiting, Nesting behaviour",Previous kidney disease
Clinical,Dog,Bulldog,13.8,20.0,,"Muscus, Sneezing, Anorexia, Fever, Vomiting",Allergies
Clinical,Cat,Scottish Fold,9.9,4.6,,"Lethargy, Weekness in the back legs, Stamping And pedding of hind eye, Fever, Anorexia",Vaccinated
Clinical,Cat,Siamese,3.5,3.0,,"Fever, Chills, Retarded Growth, Chest Pain, Chest Pain",No previous conditions
Clinical,Cat,British Shorthair,13.9,6.9,,"Fever, Depression, Relunctance to move, Salivation, Nasal Discharge",Previous heart condition
Clinical,Cat,Sphynx,12.7,3.3,,"Difficulty in breathing, swelling problem, bleeding from wounds, frequent yawning, anorexia",No previous conditions
Clinical,Dog,Rottweiler,1.5,41.3,,"Sneezing, Hematuria, Fever, Anorexia, Weight loss",Not vaccinated
Clinical,Dog,Boxer,9.6,26.0,,"Fever, Diarrhea, Weightloss, Coughing, Vomiting",Previous heart condition
Clinical,Dog,Yorkshire Terrier,8.3,10.0,,"Dandruff in cat coat, Bloody droping, Vomiting, Weight loss, Fever",No previous conditions
Clinical,Dog,Yorkshire Terrier,8.5,4.0,,"Pain, high body temperaure, Pain, abscessess, Diarrhea",Parasite history
Clinical,Dog,Poodle,9.1,5.7,,"Fever, Pain, Weakness, Vomiting, Lethargy",Chronic illness
Clinical,Dog,Yorkshire Terrier,2.2,5.0,,"Fever, Coughing, Death, Weight loss, Nasal Discharge",Not vaccinated
Clinical,Dog,Beagle,5.2,22.8,,"Vomiting, Lethargy, Pain, Lying down, Anorexia",Previous heart condition
Clinical,Dog,Boxer,0.5,18.2,,"Diarrhea, Sneezing, Lethargy, Lethargy, Vomiting",Previous kidney disease
Clinical,Dog,German Shepherd,3.9,33.3,,"Anorexia, Diarrhea, Aneamia, Coughing, Lethargy",Not vaccinated
Clinical,Dog,Beagle,11.1,21.1,,"Fever, Diarrhea, Coughing, Vomiting, Anorexia",Dental issues
Clinical,Dog,Rottweiler,6.2,33.5,,"Diarrhea, Anorexia, Lethargy, Diarrhea, Pneumonia ",Skin conditions history
Clinical,Cat,Bengal,17.9,5.7,,"Tenderness, Erythema, Swelling , Scartch, Pain",Chronic illness
Clinical,Cat,Ragdoll,5.9,7.3,,"Lethargy, Coughing, Anorexia, thirst, Pain",Previous heart condition
Clinical,Dog,Boxer,5.6,16.3,,"Lession on the skin, Slightly Swollen, Papules appear on teats anad udder, Fever, Milky Hard",No previous conditions
Clinical,Dog,Boxer,11.8,25.5,,"Sneezing, Weight loss, Fever, Anorexia, Red eye",Vaccinated
Clinical,Cat,Scottish Fold,18.0,2.7,,"Fever, Ulcer on gum, Red eye, Yellowish Discharge, Bloody Diarrhea",Parasite history
Clinical,Dog,Rottweiler,12.4,41.1,,"Lack of flying, Lack of walking, Pains, Roughened, Dehydration",Previous heart condition
Clinical,Dog,German Shepherd,14.7,24.8,,"Foul Smelling, Diarrhea, Colic, Bloody discharge, Blood Clots",Dental issues
Clinical,Dog,Rottweiler,3.9,34.5,,"Fever, Dyspnea, Coughing, Lethargy, Anorexia",Recent surgery
Clinical,Cat,Bengal,0.6,4.8,,"Heavy infection, Diarrhea, Vitamin and minerals defiency, Weight loss, Pain",Chronic illness
Clinical,Dog,German Shepherd,5.9,39.5,,"Headache, Pain, Pain, Coughing, Diphtherictic",Parasite history
Clinical,Cat,Bengal,2.6,5.9,,"fever, loss of appetite, mild colic, loss of tail tone, depression",Chronic illness
Clinical,Dog,Rottweiler,12.3,29.5,,"Fever, Reduce Reproductive potential, Agalactia, Loss of milk production, Sloughing of the tail",Dental issues
Clinical,Dog,Boxer,8.5,17.3,,"Vomiting, Anorexia, Gas, Weakness, Coughing",Allergies
Clinical,Dog,Beagle,5.7,29.4,,"Coughing, Coughing, Unable To Eat, Weakness, Sneezing",Skin conditions history
Clinical,Dog,Rottweiler,9.8,29.3,,"Distress, Weight loss, Pain, Vomiting, Week pulse",Chronic illness
Clinical,Cat,Bengal,0.7,4.4,,"Diffulty chewing, Weight loss, Anorexia, Swelling , Nasal Bleeding",Not vaccinated
Clinical,Dog,Rottweiler,7.1,44.3,,"Weakness, Weakness, Diarrhea, Ruffled Appearance, Anorexia",Previous kidney disease
Clinical,Dog,Rottweiler,11.0,30.7,,"loss of appetite, diarrhea, ruffled feathers, Weight loss, Inability to absorb nutrients",Skin conditions history
Clinical,Dog,Bulldog,9.2,18.1,,"Fever, Diarrhea, Depression, Scratches, Weight Loss",Skin conditions history
Clinical,Dog,Yorkshire Terrier,9.1,3.1,,"Fever, Pneumonia , Stand with head droping, Weight loss, Abnormal behaviour",Previous heart condition
Clinical,Cat,Mixed Breed,6.1,4.2,,"Fever, Diarrhea, Decreased appetite, Vomiting, Bloody",Allergies
Clinical,Dog,Golden Retriever,7.5,33.0,,"Fetopelvic dispropotion, Uteria inertia, Malpresentation, Death, Pains",No previous conditions
Clinical,Dog,Rottweiler,9.4,45.0,,"Eye redness, Frequent eye Infections, Crusty eye lashes and matting of eyelashes, foul smelling stools,  increased passing gas",Dental issues
Clinical,Cat,British Shorthair,1.8,3.3,,"Lethargy, Loss of appetite, Difficulty in Swallowing, Weakness, Vision Problem",Recent surgery
Clinical,Cat,Maine Coon,11.5,6.3,,"Lethargy, Pain on face, Coughing, Diarrhea, Coughing",Previous kidney disease
Clinical,Dog,Bulldog,9.3,24.1,,"Anorexia, Coughing, Weight loss, Lethargy, Coughing",Previous kidney disease
Clinical,Cat,Scottish Fold,18.0,2.5,,"Bloody Diarrhea, Red eye, Yellowish Discharge, Fever, Ulcer on gum",Parasite history
Clinical,Dog,Boxer,2.7,18.9,,"Scratching, Restlessness, Kick, Nible at their wool, Lethargy",Allergies
Clinical,Cat,Sphynx,3.6,5.3,,"Sneezing, Join pains, Weakness, Coughing, Weight loss",Parasite history
Clinical,Dog,Yorkshire Terrier,9.8,9.0,,"Pain, Diarrhea, Fever, Swelling, Weight loss",Not vaccinated
Clinical,Cat,Scottish Fold,7.3,5.3,,"Diarrhea, Sneezing, Lethargy, Respiratory infection, Lethargy",Chronic illness
Clinical,Dog,Bulldog,8.9,27.2,,"Gasping, coughing , mild weakness, droopy wings, twisted neck",Allergies
Clinical,Dog,Mixed Breed,10.8,13.8,,"Apathy, Cloacal pasting, Depression, Dilation of duodenum, Congestion",Chronic illness
Clinical,Dog,Boxer,2.9,20.9,,"Weakness, Coughing, Vomiting, Vomiting, Recumbency",No previous conditions
Clinical,Cat,Ragdoll,10.8,6.7,,"Foul Breath, Weight loss, Diarrhea, drinking polluted water, Folded Ears",Not vaccinated
Clinical,Cat,Bengal,4.2,2.5,,"Sneezing, Vomiting, Sneezing, Lesion, Loss of wool",Allergies
Clinical,Dog,Beagle,8.0,19.9,,"Weakness, Pain, Diarrhea, Fever, Vomiting",Dental issues
Clinical,Dog,Yorkshire Terrier,2.4,8.2,,"Swelling, Dysentery, Pain, Immediate death, Fever",Dental issues
Clinical,Cat,Bengal,13.1,5.5,,"Diarrhea, Fever, Weight loss, Weakness, Diarrhea",Not vaccinated
Clinical,Cat,Persian,14.2,3.7,,"Weight loss, Anorexia, Extension of neck, Partial Paralysis, Vomiting",No previous conditions
Clinical,Cat,British Shorthair,13.4,3.8,,"Sneezing, Weakness, Sneezing, Arthritis, Staggering as drunk",Not vaccinated
Clinical,Dog,Boxer,0.9,22.7,,"Milk getting out more thick, red-colored , Milk getting out more watery, swollen, hot udder",Chronic illness
Clinical,Dog,Poodle,7.4,8.2,,"Fever, Diarrhea, Vomiting, Stomach cramps, Nausea",Dental issues
Clinical,Dog,Golden Retriever,2.8,41.7,,"Fever, Respiratory distress, Seizuers, Hyperesthesia, Sudden death",Recent surgery
Clinical,Dog,Rottweiler,8.3,33.3,,"Fever, Head tilt, Fever, Depression, Weight loss",Recent surgery
Clinical,Dog,Mixed Breed,12.5,14.1,,"Dirty, Stained Wool, Tail shaking, Dullness, Foul Smelling",Parasite history
Clinical,Cat,Scottish Fold,9.0,5.2,,"Pox lession on skin, Loss od appetite, Pain, Weight loss, Weight loss",Parasite history
Clinical,Cat,Bengal,2.6,3.7,,"Small red bumps, Pneumonia , Septic Arthritis, Skin infection, Pain",Dental issues
Clinical,Dog,Boxer,12.0,23.7,,"Coughing, Fever, Limping, Depression, Inflammed eye",Recent surgery
Clinical,Cat,Siamese,10.0,6.5,,"Lethargy, Sneezing, Pain, Fatty stool, Reduce milk ",Allergies
Clinical,Cat,Bengal,10.7,6.4,,"Lethargy, loss of appetite, Bubbles in the mouth, Nasal Discharge, Wheezing",Allergies
Clinical,Cat,British Shorthair,14.8,6.4,,"Facial edema, Loss of earing, Vomiting, Head ache, Throat and Ear pain",Skin conditions history
Clinical,Dog,Bulldog,11.7,23.3,,"Weakness, Pain, Sneezing, Anorexia, Anorexia",Not vaccinated
Clinical,Dog,German Shepherd,9.1,30.1,,"Fever, Nasal discharge, Respiratory distress, Pox lesion, Pain",Skin conditions history
Clinical,Dog,German Shepherd,0.5,35.0,,"Vomiting, Lethargy, Pain, Diarrhea, Blood Clots",Allergies
Clinical,Cat,Persian,5.7,6.8,,"Sharp Feather, Clubbed Feather, Eye disharge, Loss of powder down, Diarrhea",Recent surgery
Clinical,Dog,Rottweiler,12.4,24.2,,"Lesions on nose, Lesions on nose, Lesions in the nasal cavity, Nose Bleeds, Noisy Breathing",Skin conditions history
Clinical,Dog,Boxer,12.9,18.0,,"Diarrhea, Pain, Weakness, Fever, Lethargy",Vaccinated
Clinical,Dog,Poodle,8.3,8.8,,"Lession on the skin, Jaundice, pain , Vomitting, Pneumonia ",No previous conditions
Clinical,Cat,Siamese,16.3,4.4,,"Fever, Hepatitis, Skin rashes, Weight loss, Pain",Chronic illness
Clinical,Cat,Persian,14.5,4.8,,"weight loss, dull ness, inappetence, self-isolation, recumbency",No previous conditions
Clinical,Dog,Boxer,13.3,27.0,,"Limping, Coughing, Fever, Inflammed eye, Depression",Recent surgery
Clinical,Cat,Persian,14.1,6.6,,"Sneezing, Diarrhea, Coughing, Anorexia, Sneezing",Recent surgery
Clinical,Cat,Maine Coon,14.8,7.7,,"Small red bumps, Pneumonia , Septic Arthritis, Skin infection, Pain",No previous conditions
